dex_id	national_id	name	type1	type2	form_tag	hp	atk	def	spa	spd	spe	ability1	ability2	hidden_ability	evo_from	evo_method	evo_into	location	catch_rate	gender_ratio	egg_group1	egg_group2	description
153	153	Bayleef	Grass																				
154	154	Meganium	Grass																				
155	155	Cyndaquil	Fire																				
156	156	Quilava	Fire																				
157	157	Typhlosion	Fire																				
158	158	Totodile	Water																				
159	159	Croconaw	Water																				
160	160	Feraligatr	Water																				
161	161	Sentret	Normal																				
162	162	Furret	Normal																				
163	163	Hoothoot	Normal	Flying																			
164	164	Noctowl	Normal	Flying																			
165	165	Ledyba	Bug	Flying																			
166	166	Ledian	Bug	Flying																			
167	167	Spinarak	Bug	Poison																			
168	168	Ariados	Bug	Poison																			
169	169	Crobat	Poison	Flying																			
170	170	Chinchou	Water	Electric																			
171	171	Lanturn	Water	Electric																			
172	172	Pichu	Electric																				
173	173	Cleffa	Fairy																				
174	174	Igglybuff	Normal	Fairy																			
175	175	Togepi	Fairy																				
176	176	Togetic	Fairy	Flying																			
177	177	Natu	Psychic	Flying																			
178	178	Xatu	Psychic	Flying																			
179	179	Mareep	Electric																				
180	180	Flaaffy	Electric																				
181	181	Ampharos	Electric																				
182	182	Bellossom	Grass																				
183	183	Marill	Water	Fairy																			
184	184	Azumarill	Water	Fairy																			
185	185	Sudowoodo	Rock																				
186	186	Politoed	Water																				
187	187	Hoppip	Grass	Flying																			
188	188	Skiploom	Grass	Flying																			
189	189	Jumpluff	Grass	Flying																			
190	190	Aipom	Normal																				
191	191	Sunkern	Grass																				
192	192	Sunflora	Grass																				
193	193	Yanma	Bug	Flying																			
194	194	Wooper	Water	Ground																			
195	195	Quagsire	Water	Ground																			
196	196	Espeon	Psychic																				
197	197	Umbreon	Dark																				
198	198	Murkrow	Dark	Flying																			
199	199	Slowking	Water	Psychic																			
200	200	Misdreavus	Ghost																				
201	201	Unown	Psychic																				
202	202	Wobbuffet	Psychic																				
203	203	Girafarig	Normal	Psychic																			
204	204	Pineco	Bug																				
205	205	Forretress	Bug	Steel																			
206	206	Dunsparce	Normal																				
207	207	Gligar	Ground	Flying																			
208	208	Steelix	Steel	Ground																			
209	209	Snubbull	Fairy																				
210	210	Granbull	Fairy																				
211	211	Qwilfish	Water	Poison																			
212	212	Scizor	Bug	Steel																			
213	213	Shuckle	Bug	Rock																			
214	214	Heracross	Bug	Fighting																			
215	215	Sneasel	Dark	Ice																			
216	216	Teddiursa	Normal																				
217	217	Ursaring	Normal																				
218	218	Slugma	Fire																				
219	219	Magcargo	Fire	Rock																			
220	220	Swinub	Ice	Ground																			
221	221	Piloswine	Ice	Ground																			
222	222	Corsola	Water	Rock																			
223	223	Remoraid	Water																				
224	224	Octillery	Water																				
225	225	Delibird	Ice	Flying																			
226	226	Mantine	Water	Flying																			
227	227	Skarmory	Steel	Flying																			
228	228	Houndour	Dark	Fire																			
229	229	Houndoom	Dark	Fire																			
230	230	Kingdra	Water	Dragon																			
231	231	Phanpy	Ground																				
232	232	Donphan	Ground																				
233	233	Porygon2	Normal																				
234	234	Stantler	Normal																				
235	235	Smeargle	Normal																				
236	236	Tyrogue	Fighting																				
237	237	Hitmontop	Fighting																				
238	238	Smoochum	Ice	Psychic																			
239	239	Elekid	Electric																				
240	240	Magby	Fire																				
241	241	Miltank	Normal																				
242	242	Blissey	Normal																				
243	243	Raikou	Electric																				
244	244	Entei	Fire																				
245	245	Suicune	Water																				
246	246	Larvitar	Rock	Ground																			
247	247	Pupitar	Rock	Ground																			
248	248	Tyranitar	Rock	Dark																			
249	249	Lugia	Psychic	Flying																			
250	250	Ho Oh	Fire	Flying																			
251	251	Celebi	Psychic	Grass																			
277	277	Treecko	Grass																				
278	278	Grovyle	Grass																				
279	279	Sceptile	Grass																				
280	280	Torchic	Fire																				
281	281	Combusken	Fire	Fighting																			
282	282	Blaziken	Fire	Fighting																			
283	283	Mudkip	Water																				
284	284	Marshtomp	Water	Ground																			
285	285	Swampert	Water	Ground																			
286	286	Poochyena	Dark																				
287	287	Mightyena	Dark																				
288	288	Zigzagoon	Normal																				
289	289	Linoone	Normal																				
290	290	Wurmple	Bug																				
291	291	Silcoon	Bug																				
292	292	Beautifly	Bug	Flying																			
293	293	Cascoon	Bug																				
294	294	Dustox	Bug	Poison																			
295	295	Lotad	Water	Grass																			
296	296	Lombre	Water	Grass																			
297	297	Ludicolo	Water	Grass																			
298	298	Seedot	Grass																				
299	299	Nuzleaf	Grass	Dark																			
300	300	Shiftry	Grass	Dark																			
301	301	Nincada	Bug	Ground																			
302	302	Ninjask	Bug	Flying																			
303	303	Shedinja	Bug	Ghost																			
304	304	Taillow	Normal	Flying																			
305	305	Swellow	Normal	Flying																			
306	306	Shroomish	Grass																				
307	307	Breloom	Grass	Fighting																			
308	308	Spinda	Normal																				
309	309	Wingull	Water	Flying																			
310	310	Pelipper	Water	Flying																			
311	311	Surskit	Bug	Water																			
312	312	Masquerain	Bug	Flying																			
313	313	Wailmer	Water																				
314	314	Wailord	Water																				
315	315	Skitty	Normal																				
316	316	Delcatty	Normal																				
317	317	Kecleon	Normal																				
318	318	Baltoy	Ground	Psychic																			
319	319	Claydol	Ground	Psychic																			
320	320	Nosepass	Rock																				
321	321	Torkoal	Fire																				
322	322	Sableye	Dark	Ghost																			
323	323	Barboach	Water	Ground																			
324	324	Whiscash	Water	Ground																			
325	325	Luvdisc	Water																				
326	326	Corphish	Water																				
327	327	Crawdaunt	Water	Dark																			
328	328	Feebas	Water																				
329	329	Milotic	Water																				
330	330	Carvanha	Water	Dark																			
331	331	Sharpedo	Water	Dark																			
332	332	Trapinch	Ground																				
333	333	Vibrava	Ground	Dragon																			
334	334	Flygon	Ground	Dragon																			
335	335	Makuhita	Fighting																				
336	336	Hariyama	Fighting																				
337	337	Electrike	Electric																				
338	338	Manectric	Electric																				
339	339	Numel	Fire	Ground																			
340	340	Camerupt	Fire	Ground																			
341	341	Spheal	Ice	Water																			
342	342	Sealeo	Ice	Water																			
343	343	Walrein	Ice	Water																			
344	344	Cacnea	Grass																				
345	345	Cacturne	Grass	Dark																			
346	346	Snorunt	Ice																				
347	347	Glalie	Ice																				
348	348	Lunatone	Rock	Psychic																			
349	349	Solrock	Rock	Psychic																			
350	350	Azurill	Normal	Fairy																			
351	351	Spoink	Psychic																				
352	352	Grumpig	Psychic																				
353	353	Plusle	Electric																				
354	354	Minun	Electric																				
355	355	Mawile	Steel	Fairy																			
356	356	Meditite	Fighting	Psychic																			
357	357	Medicham	Fighting	Psychic																			
358	358	Swablu	Normal	Flying																			
359	359	Altaria	Dragon	Flying																			
360	360	Wynaut	Psychic																				
361	361	Duskull	Ghost																				
362	362	Dusclops	Ghost																				
363	363	Roselia	Grass	Poison																			
364	364	Slakoth	Normal																				
365	365	Vigoroth	Normal																				
366	366	Slaking	Normal																				
367	367	Gulpin	Poison																				
368	368	Swalot	Poison																				
369	369	Tropius	Grass	Flying																			
370	370	Whismur	Normal																				
371	371	Loudred	Normal																				
372	372	Exploud	Normal																				
373	373	Clamperl	Water																				
374	374	Huntail	Water																				
375	375	Gorebyss	Water																				
376	376	Absol	Dark																				
377	377	Shuppet	Ghost																				
378	378	Banette	Ghost																				
379	379	Seviper	Poison																				
380	380	Zangoose	Normal																				
381	381	Relicanth	Water	Rock																			
382	382	Aron	Steel	Rock																			
383	383	Lairon	Steel	Rock																			
384	384	Aggron	Steel	Rock																			
385	385	Castform	Normal																				
386	386	Volbeat	Bug																				
387	387	Illumise	Bug																				
388	388	Lileep	Rock	Grass																			
389	389	Cradily	Rock	Grass																			
390	390	Anorith	Rock	Bug																			
391	391	Armaldo	Rock	Bug																			
392	392	Ralts	Psychic	Fairy																			
393	393	Kirlia	Psychic	Fairy																			
394	394	Gardevoir	Psychic	Fairy																			
395	395	Bagon	Dragon																				
396	396	Shelgon	Dragon																				
397	397	Salamence	Dragon	Flying																			
398	398	Beldum	Steel	Psychic																			
399	399	Metang	Steel	Psychic																			
400	400	Metagross	Steel	Psychic																			
401	401	Regirock	Rock																				
402	402	Regice	Ice																				
403	403	Registeel	Steel																				
404	404	Kyogre	Water																				
405	405	Groudon	Ground																				
406	406	Rayquaza	Dragon	Flying																			
407	407	Latias	Dragon	Psychic																			
408	408	Latios	Dragon	Psychic																			
409	409	Jirachi	Steel	Psychic																			
410	410	Deoxys	Psychic																				
411	411	Chimecho	Psychic																				
413	413	Unown B	Psychic																				
414	414	Unown C	Psychic																				
415	415	Unown D	Psychic																				
416	416	Unown E	Psychic																				
417	417	Unown F	Psychic																				
418	418	Unown G	Psychic																				
419	419	Unown H	Psychic																				
420	420	Unown I	Psychic																				
421	421	Unown J	Psychic																				
422	422	Unown K	Psychic																				
423	423	Unown L	Psychic																				
424	424	Unown M	Psychic																				
425	425	Unown N	Psychic																				
426	426	Unown O	Psychic																				
427	427	Unown P	Psychic																				
428	428	Unown Q	Psychic																				
429	429	Unown R	Psychic																				
430	430	Unown S	Psychic																				
431	431	Unown T	Psychic																				
432	432	Unown U	Psychic																				
433	433	Unown V	Psychic																				
434	434	Unown W	Psychic																				
435	435	Unown X	Psychic																				
436	436	Unown Y	Psychic																				
437	437	Unown Z	Psychic																				
438	438	Unown Exclamation	Psychic																				
439	439	Unown Question	Psychic																				
440	440	Turtwig	Grass																				
441	441	Grotle	Grass																				
442	442	Torterra	Grass	Ground																			
443	443	Chimchar	Fire																				
444	444	Monferno	Fire	Fighting																			
445	445	Infernape	Fire	Fighting																			
446	446	Piplup	Water																				
447	447	Prinplup	Water																				
448	448	Empoleon	Water	Steel																			
449	449	Starly	Normal	Flying																			
450	450	Staravia	Normal	Flying																			
451	451	Staraptor	Normal	Flying																			
452	452	Bidoof	Normal																				
453	453	Bibarel	Normal	Water																			
454	454	Kricketot	Bug																				
455	455	Kricketune	Bug																				
456	456	Shinx	Electric																				
457	457	Luxio	Electric																				
458	458	Luxray	Electric																				
459	459	Budew	Grass	Poison																			
460	460	Roserade	Grass	Poison																			
461	461	Cranidos	Rock																				
462	462	Rampardos	Rock																				
463	463	Shieldon	Rock	Steel																			
464	464	Bastiodon	Rock	Steel																			
465	465	Burmy	Bug																				
466	466	Wormadam	Bug	Grass																			
467	467	Mothim	Bug	Flying																			
468	468	Combee	Bug	Flying																			
469	469	Vespiquen	Bug	Flying																			
470	470	Pachirisu	Electric																				
471	471	Buizel	Water																				
472	472	Floatzel	Water																				
473	473	Cherubi	Grass																				
474	474	Cherrim	Grass																				
475	475	Shellos	Water																				
476	476	Gastrodon	Water	Ground																			
477	477	Ambipom	Normal																				
478	478	Drifloon	Ghost	Flying																			
479	479	Drifblim	Ghost	Flying																			
480	480	Buneary	Normal																				
481	481	Lopunny	Normal																				
482	482	Mismagius	Ghost																				
483	483	Honchkrow	Dark	Flying																			
484	484	Glameow	Normal																				
485	485	Purugly	Normal																				
486	486	Chingling	Psychic																				
487	487	Stunky	Poison	Dark																			
488	488	Skuntank	Poison	Dark																			
489	489	Bronzor	Steel	Psychic																			
490	490	Bronzong	Steel	Psychic																			
491	491	Bonsly	Rock																				
492	492	Mime Jr	Psychic	Fairy																			
493	493	Happiny	Normal																				
494	494	Chatot	Normal	Flying																			
495	495	Spiritomb	Ghost	Dark																			
496	496	Gible	Dragon	Ground																			
497	497	Gabite	Dragon	Ground																			
498	498	Garchomp	Dragon	Ground																			
499	499	Munchlax	Normal																				
500	500	Riolu	Fighting																				
501	501	Lucario	Fighting	Steel																			
502	502	Hippopotas	Ground																				
503	503	Hippowdon	Ground																				
504	504	Skorupi	Poison	Bug																			
505	505	Drapion	Poison	Dark																			
506	506	Croagunk	Poison	Fighting																			
507	507	Toxicroak	Poison	Fighting																			
508	508	Carnivine	Grass																				
509	509	Finneon	Water																				
510	510	Lumineon	Water																				
511	511	Mantyke	Water	Flying																			
512	512	Snover	Grass	Ice																			
513	513	Abomasnow	Grass	Ice																			
514	514	Weavile	Dark	Ice																			
515	515	Magnezone	Electric	Steel																			
516	516	Lickilicky	Normal																				
517	517	Rhyperior	Ground	Rock																			
518	518	Tangrowth	Grass																				
519	519	Electivire	Electric																				
520	520	Magmortar	Fire																				
521	521	Togekiss	Fairy	Flying																			
522	522	Yanmega	Bug	Flying																			
523	523	Leafeon	Grass																				
524	524	Glaceon	Ice																				
525	525	Gliscor	Ground	Flying																			
526	526	Mamoswine	Ice	Ground																			
527	527	Porygon Z	Normal																				
528	528	Gallade	Psychic	Fighting																			
529	529	Probopass	Rock	Steel																			
530	530	Dusknoir	Ghost																				
531	531	Froslass	Ice	Ghost																			
532	532	Rotom	Electric	Ghost																			
533	533	Uxie	Psychic																				
534	534	Mesprit	Psychic																				
535	535	Azelf	Psychic																				
536	536	Dialga	Steel	Dragon																			
537	537	Palkia	Water	Dragon																			
538	538	Heatran	Fire	Steel																			
539	539	Regigigas	Normal																				
540	540	Giratina	Ghost	Dragon																			
541	541	Cresselia	Psychic																				
542	542	Phione	Water																				
543	543	Manaphy	Water																				
544	544	Darkrai	Dark																				
545	545	Shaymin	Grass																				
546	546	Arceus	Normal																				
547	547	Victini	Psychic	Fire																			
548	548	Snivy	Grass																				
549	549	Servine	Grass																				
550	550	Serperior	Grass																				
551	551	Tepig	Fire																				
552	552	Pignite	Fire	Fighting																			
553	553	Emboar	Fire	Fighting																			
554	554	Oshawott	Water																				
555	555	Dewott	Water																				
556	556	Samurott	Water																				
557	557	Patrat	Normal																				
558	558	Watchog	Normal																				
559	559	Lillipup	Normal																				
560	560	Herdier	Normal																				
561	561	Stoutland	Normal																				
562	562	Purrloin	Dark																				
563	563	Liepard	Dark																				
564	564	Pansage	Grass																				
565	565	Simisage	Grass																				
566	566	Pansear	Fire																				
567	567	Simisear	Fire																				
568	568	Panpour	Water																				
569	569	Simipour	Water																				
570	570	Munna	Psychic																				
571	571	Musharna	Psychic																				
572	572	Pidove	Normal	Flying																			
573	573	Tranquill	Normal	Flying																			
574	574	Unfezant	Normal	Flying																			
575	575	Blitzle	Electric																				
576	576	Zebstrika	Electric																				
577	577	Roggenrola	Rock																				
578	578	Boldore	Rock																				
579	579	Gigalith	Rock																				
580	580	Woobat	Psychic	Flying																			
581	581	Swoobat	Psychic	Flying																			
582	582	Drilbur	Ground																				
583	583	Excadrill	Ground	Steel																			
584	584	Audino	Normal																				
585	585	Timburr	Fighting																				
586	586	Gurdurr	Fighting																				
587	587	Conkeldurr	Fighting																				
588	588	Tympole	Water																				
589	589	Palpitoad	Water	Ground																			
590	590	Seismitoad	Water	Ground																			
591	591	Throh	Fighting																				
592	592	Sawk	Fighting																				
593	593	Sewaddle	Bug	Grass																			
594	594	Swadloon	Bug	Grass																			
595	595	Leavanny	Bug	Grass																			
596	596	Venipede	Bug	Poison																			
597	597	Whirlipede	Bug	Poison																			
598	598	Scolipede	Bug	Poison																			
599	599	Cottonee	Grass	Fairy																			
600	600	Whimsicott	Grass	Fairy																			
601	601	Petilil	Grass																				
602	602	Lilligant	Grass																				
603	603	Basculin Red	Water																				
604	604	Sandile	Ground	Dark																			
605	605	Krokorok	Ground	Dark																			
606	606	Krookodile	Ground	Dark																			
607	607	Darumaka	Fire																				
608	608	Darmanitan	Fire																				
609	609	Maractus	Grass																				
610	610	Dwebble	Bug	Rock																			
611	611	Crustle	Bug	Rock																			
612	612	Scraggy	Dark	Fighting																			
613	613	Scrafty	Dark	Fighting																			
614	614	Sigilyph	Psychic	Flying																			
615	615	Yamask	Ghost																				
616	616	Cofagrigus	Ghost																				
617	617	Tirtouga	Water	Rock																			
618	618	Carracosta	Water	Rock																			
619	619	Archen	Rock	Flying																			
620	620	Archeops	Rock	Flying																			
621	621	Trubbish	Poison																				
622	622	Garbodor	Poison																				
623	623	Zorua	Dark																				
624	624	Zoroark	Dark																				
625	625	Minccino	Normal																				
626	626	Cinccino	Normal																				
627	627	Gothita	Psychic																				
628	628	Gothorita	Psychic																				
629	629	Gothitelle	Psychic																				
630	630	Solosis	Psychic																				
631	631	Duosion	Psychic																				
632	632	Reuniclus	Psychic																				
633	633	Ducklett	Water	Flying																			
634	634	Swanna	Water	Flying																			
635	635	Vanillite	Ice																				
636	636	Vanillish	Ice																				
637	637	Vanilluxe	Ice																				
638	638	Deerling	Normal	Grass																			
639	639	Sawsbuck	Normal	Grass																			
640	640	Emolga	Electric	Flying																			
641	641	Karrablast	Bug																				
642	642	Escavalier	Bug	Steel																			
643	643	Foongus	Grass	Poison																			
644	644	Amoonguss	Grass	Poison																			
645	645	Frillish	Water	Ghost																			
646	646	Jellicent	Water	Ghost																			
647	647	Alomomola	Water																				
648	648	Joltik	Bug	Electric																			
649	649	Galvantula	Bug	Electric																			
650	650	Ferroseed	Grass	Steel																			
651	651	Ferrothorn	Grass	Steel																			
652	652	Klink	Steel																				
653	653	Klang	Steel																				
654	654	Klinklang	Steel																				
655	655	Tynamo	Electric																				
656	656	Eelektrik	Electric																				
657	657	Eelektross	Electric																				
658	658	Elgyem	Psychic																				
659	659	Beheeyem	Psychic																				
660	660	Litwick	Ghost	Fire																			
661	661	Lampent	Ghost	Fire																			
662	662	Chandelure	Ghost	Fire																			
663	663	Axew	Dragon																				
664	664	Fraxure	Dragon																				
665	665	Haxorus	Dragon																				
666	666	Cubchoo	Ice																				
667	667	Beartic	Ice																				
668	668	Cryogonal	Ice																				
669	669	Shelmet	Bug																				
670	670	Accelgor	Bug																				
671	671	Stunfisk	Ground	Electric																			
672	672	Mienfoo	Fighting																				
673	673	Mienshao	Fighting																				
674	674	Druddigon	Dragon																				
675	675	Golett	Ground	Ghost																			
676	676	Golurk	Ground	Ghost																			
677	677	Pawniard	Dark	Steel																			
678	678	Bisharp	Dark	Steel																			
679	679	Bouffalant	Normal																				
680	680	Rufflet	Normal	Flying																			
681	681	Braviary	Normal	Flying																			
682	682	Vullaby	Dark	Flying																			
683	683	Mandibuzz	Dark	Flying																			
684	684	Heatmor	Fire																				
685	685	Durant	Bug	Steel																			
686	686	Deino	Dark	Dragon																			
687	687	Zweilous	Dark	Dragon																			
688	688	Hydreigon	Dark	Dragon																			
689	689	Larvesta	Bug	Fire																			
690	690	Volcarona	Bug	Fire																			
691	691	Cobalion	Steel	Fighting																			
692	692	Terrakion	Rock	Fighting																			
693	693	Virizion	Grass	Fighting																			
694	694	Tornadus	Flying																				
695	695	Thundurus	Electric	Flying																			
696	696	Reshiram	Dragon	Fire																			
697	697	Zekrom	Dragon	Electric																			
698	698	Landorus	Ground	Flying																			
699	699	Kyurem	Dragon	Ice																			
700	700	Keldeo	Water	Fighting																			
701	701	Meloetta	Normal	Psychic																			
702	702	Genesect	Bug	Steel																			
703	703	Unfezant F	Normal	Flying																			
704	704	Frillish F	Water	Ghost																			
705	705	Jellicent F	Water	Ghost																			
706	706	Shadow Warrior	Ghost	Dark																			
707	707	Burmy Sandy	Bug																				
708	708	Burmy Trash	Bug																				
709	709	Wormadam Sandy	Bug	Ground																			
710	710	Wormadam Trash	Bug	Steel																			
711	711	Shellos East	Water																				
712	712	Gastrodon East	Water	Ground																			
713	713	Rotom Heat	Electric	Fire																			
714	714	Rotom Wash	Electric	Water																			
715	715	Rotom Frost	Electric	Ice																			
716	716	Rotom Fan	Electric	Flying																			
717	717	Rotom Mow	Electric	Grass																			
718	718	Giratina Origin	Ghost	Dragon																			
719	719	Shaymin Sky	Grass	Flying																			
720	720	Arceus Fight	Fighting																				
721	721	Arceus Flying	Flying																				
722	722	Arceus Poison	Poison																				
723	723	Arceus Ground	Ground																				
724	724	Arceus Rock	Rock																				
725	725	Arceus Bug	Bug																				
726	726	Arceus Ghost	Ghost																				
727	727	Arceus Steel	Steel																				
728	728	Arceus Fire	Fire																				
729	729	Arceus Water	Water																				
730	730	Arceus Grass	Grass																				
731	731	Arceus Electric	Electric																				
732	732	Arceus Psychic	Psychic																				
733	733	Arceus Ice	Ice																				
734	734	Arceus Dragon	Dragon																				
735	735	Arceus Dark	Dark																				
736	736	Basculin Blue	Water																				
737	737	Darmanitanzen	Fire	Psychic																			
738	738	Deerling Summer	Normal	Grass																			
739	739	Deerling Autumn	Normal	Grass																			
740	740	Deerling Winter	Normal	Grass																			
741	741	Sawsbuck Summer	Normal	Grass																			
742	742	Sawsbuck Autumn	Normal	Grass																			
743	743	Sawsbuck Winter	Normal	Grass																			
744	744	Hippopotas F	Ground																				
745	745	Hippowdon F	Ground																				
746	746	Meloetta Pirouette	Normal	Fighting																			
747	747	Genesect Shock	Bug	Steel																			
748	748	Genesect Burn	Bug	Steel																			
749	749	Genesect Chill	Bug	Steel																			
750	750	Genesect Douse	Bug	Steel																			
751	751	Cherrim Sun	Grass																				
752	752	Kyurem Black	Dragon	Ice																			
753	753	Kyurem White	Dragon	Ice																			
754	754	Tornadus Therian	Flying																				
755	755	Thundurus Therian	Electric	Flying																			
756	756	Landorus Therian	Ground	Flying																			
757	757	Keldeo Resolute	Water	Fighting																			
758	758	Chespin	Grass																				
759	759	Quilladin	Grass																				
760	760	Chesnaught	Grass	Fighting																			
761	761	Fennekin	Fire																				
762	762	Braixen	Fire																				
763	763	Delphox	Fire	Psychic																			
764	764	Froakie	Water																				
765	765	Frogadier	Water																				
766	766	Greninja	Water	Dark																			
767	767	Bunnelby	Normal																				
768	768	Diggersby	Normal	Ground																			
769	769	Fletchling	Normal	Flying																			
770	770	Fletchinder	Fire	Flying																			
771	771	Talonflame	Fire	Flying																			
772	772	Scatterbug	Bug																				
773	773	Spewpa	Bug																				
774	774	Vivillon	Bug	Flying																			
775	775	Litleo	Fire	Normal																			
776	776	Pyroar	Fire	Normal																			
777	777	Flabebe	Fairy																				
778	778	Floette	Fairy																				
779	779	Florges	Fairy																				
780	780	Skiddo	Grass																				
781	781	Gogoat	Grass																				
782	782	Pancham	Fighting																				
783	783	Pangoro	Fighting	Dark																			
784	784	Furfrou	Normal																				
785	785	Espurr	Psychic																				
786	786	Meowstic	Psychic																				
787	787	Honedge	Steel	Ghost																			
788	788	Doublade	Steel	Ghost																			
789	789	Aegislash	Steel	Ghost																			
790	790	Spritzee	Fairy																				
791	791	Aromatisse	Fairy																				
792	792	Swirlix	Fairy																				
793	793	Slurpuff	Fairy																				
794	794	Inkay	Dark	Psychic																			
795	795	Malamar	Dark	Psychic																			
796	796	Binacle	Rock	Water																			
797	797	Barbaracle	Rock	Water																			
798	798	Skrelp	Poison	Water																			
