dex_id	national_id	name	type1	type2	form_tag	hp	atk	def	spa	spd	spe	ability1	ability2	hidden_ability	evo_from	evo_method	evo_into	location	catch_rate	gender_ratio	egg_group1	egg_group2	description
152	152	Chikorita	Grass																				
153	153	Bayleef	Grass																				
154	154	Meganium	Grass																				
155	155	Cyndaquil	Fire																				
156	156	Quilava	Fire																				
157	157	Typhlosion	Fire																				
158	158	Totodile	Water																				
159	159	Croconaw	Water																				
160	160	Feraligatr	Water																				
161	161	Sentret	Normal																				
162	162	Furret	Normal																				
163	163	Hoothoot	Normal	Flying																			
164	164	Noctowl	Normal	Flying																			
165	165	Ledyba	Bug	Flying																			
166	166	Ledian	Bug	Flying																			
167	167	Spinarak	Bug	Poison																			
168	168	Ariados	Bug	Poison																			
169	169	Crobat	Poison	Flying																			
170	170	Chinchou	Water	Electric																			
171	171	Lanturn	Water	Electric																			
172	172	Pichu	Electric																				
173	173	Cleffa	Fairy																				
174	174	Igglybuff	Normal	Fairy																			
175	175	Togepi	Fairy																				
176	176	Togetic	Fairy	Flying																			
177	177	Natu	Psychic	Flying																			
178	178	Xatu	Psychic	Flying																			
179	179	Mareep	Electric																				
180	180	Flaaffy	Electric																				
181	181	Ampharos	Electric																				
182	182	Bellossom	Grass																				
183	183	Marill	Water	Fairy																			
184	184	Azumarill	Water	Fairy																			
185	185	Sudowoodo	Rock																				
186	186	Politoed	Water																				
187	187	Hoppip	Grass	Flying																			
188	188	Skiploom	Grass	Flying																			
189	189	Jumpluff	Grass	Flying																			
190	190	Aipom	Normal																				
191	191	Sunkern	Grass																				
192	192	Sunflora	Grass																				
193	193	Yanma	Bug	Flying																			
194	194	Wooper	Water	Ground																			
195	195	Quagsire	Water	Ground																			
196	196	Espeon	Psychic																				
197	197	Umbreon	Dark																				
198	198	Murkrow	Dark	Flying																			
199	199	Slowking	Water	Psychic																			
200	200	Misdreavus	Ghost																				
201	201	Unown	Psychic																				
202	202	Wobbuffet	Psychic																				
203	203	Girafarig	Normal	Psychic																			
204	204	Pineco	Bug																				
205	205	Forretress	Bug	Steel																			
206	206	Dunsparce	Normal																				
207	207	Gligar	Ground	Flying																			
208	208	Steelix	Steel	Ground																			
209	209	Snubbull	Fairy																				
210	210	Granbull	Fairy																				
211	211	Qwilfish	Water	Poison																			
212	212	Scizor	Bug	Steel																			
213	213	Shuckle	Bug	Rock																			
214	214	Heracross	Bug	Fighting																			
215	215	Sneasel	Dark	Ice																			
216	216	Teddiursa	Normal																				
217	217	Ursaring	Normal																				
218	218	Slugma	Fire																				
219	219	Magcargo	Fire	Rock																			
220	220	Swinub	Ice	Ground																			
221	221	Piloswine	Ice	Ground																			
222	222	Corsola	Water	Rock																			
223	223	Remoraid	Water																				
224	224	Octillery	Water																				
225	225	Delibird	Ice	Flying																			
226	226	Mantine	Water	Flying																			
227	227	Skarmory	Steel	Flying																			
228	228	Houndour	Dark	Fire																			
229	229	Houndoom	Dark	Fire																			
230	230	Kingdra	Water	Dragon																			
231	231	Phanpy	Ground																				
232	232	Donphan	Ground																				
233	233	Porygon2	Normal																				
234	234	Stantler	Normal																				
235	235	Smeargle	Normal																				
236	236	Tyrogue	Fighting																				
237	237	Hitmontop	Fighting																				
238	238	Smoochum	Ice	Psychic																			
239	239	Elekid	Electric																				
240	240	Magby	Fire																				
241	241	Miltank	Normal																				
242	242	Blissey	Normal																				
243	243	Raikou	Electric																				
244	244	Entei	Fire																				
245	245	Suicune	Water																				
246	246	Larvitar	Rock	Ground																			
247	247	Pupitar	Rock	Ground																			
248	248	Tyranitar	Rock	Dark																			
249	249	Lugia	Psychic	Flying																			
250	250	Ho-Oh	Fire	Flying																			
251	251	Celebi	Psychic	Grass																			
252	252	Treecko	Grass																				
253	253	Grovyle	Grass																				
254	254	Sceptile	Grass																				
255	255	Torchic	Fire																				
256	256	Combusken	Fire	Fighting																			
257	257	Blaziken	Fire	Fighting																			
258	258	Mudkip	Water																				
259	259	Marshtomp	Water	Ground																			
260	260	Swampert	Water	Ground																			
261	261	Poochyena	Dark																				
262	262	Mightyena	Dark																				
263	263	Zigzagoon	Normal																				
264	264	Linoone	Normal																				
265	265	Wurmple	Bug																				
266	266	Silcoon	Bug																				
267	267	Beautifly	Bug	Flying																			
268	268	Cascoon	Bug																				
269	269	Dustox	Bug	Poison																			
270	270	Lotad	Water	Grass																			
271	271	Lombre	Water	Grass																			
272	272	Ludicolo	Water	Grass																			
273	273	Seedot	Grass																				
274	274	Nuzleaf	Grass	Dark																			
275	275	Shiftry	Grass	Dark																			
276	276	Taillow	Normal	Flying																			
277	277	Swellow	Normal	Flying																			
278	278	Wingull	Water	Flying																			
279	279	Pelipper	Water	Flying																			
280	280	Ralts	Psychic	Fairy																			
281	281	Kirlia	Psychic	Fairy																			
282	282	Gardevoir	Psychic	Fairy																			
283	283	Surskit	Bug	Water																			
284	284	Masquerain	Bug	Flying																			
285	285	Shroomish	Grass																				
286	286	Breloom	Grass	Fighting																			
287	287	Slakoth	Normal																				
288	288	Vigoroth	Normal																				
289	289	Slaking	Normal																				
290	290	Nincada	Bug	Ground																			
291	291	Ninjask	Bug	Flying																			
292	292	Shedinja	Bug	Ghost																			
293	293	Whismur	Normal																				
294	294	Loudred	Normal																				
295	295	Exploud	Normal																				
296	296	Makuhita	Fighting																				
297	297	Hariyama	Fighting																				
298	298	Azurill	Normal	Fairy																			
299	299	Nosepass	Rock																				
300	300	Skitty	Normal																				
301	301	Delcatty	Normal																				
302	302	Sableye	Dark	Ghost																			
303	303	Mawile	Steel	Fairy																			
304	304	Aron	Steel	Rock																			
305	305	Lairon	Steel	Rock																			
306	306	Aggron	Steel	Rock																			
307	307	Meditite	Fighting	Psychic																			
308	308	Medicham	Fighting	Psychic																			
309	309	Electrike	Electric																				
310	310	Manectric	Electric																				
311	311	Plusle	Electric																				
312	312	Minun	Electric																				
313	313	Volbeat	Bug																				
314	314	Illumise	Bug																				
315	315	Roselia	Grass	Poison																			
316	316	Gulpin	Poison																				
317	317	Swalot	Poison																				
318	318	Carvanha	Water	Dark																			
319	319	Sharpedo	Water	Dark																			
320	320	Wailmer	Water																				
321	321	Wailord	Water																				
322	322	Numel	Fire	Ground																			
323	323	Camerupt	Fire	Ground																			
324	324	Torkoal	Fire																				
325	325	Spoink	Psychic																				
326	326	Grumpig	Psychic																				
327	327	Spinda	Normal																				
328	328	Trapinch	Ground																				
329	329	Vibrava	Ground	Dragon																			
330	330	Flygon	Ground	Dragon																			
331	331	Cacnea	Grass																				
332	332	Cacturne	Grass	Dark																			
333	333	Swablu	Normal	Flying																			
334	334	Altaria	Dragon	Flying																			
335	335	Zangoose	Normal																				
336	336	Seviper	Poison																				
337	337	Lunatone	Rock	Psychic																			
338	338	Solrock	Rock	Psychic																			
339	339	Barboach	Water	Ground																			
340	340	Whiscash	Water	Ground																			
341	341	Corphish	Water																				
342	342	Crawdaunt	Water	Dark																			
343	343	Baltoy	Ground	Psychic																			
344	344	Claydol	Ground	Psychic																			
345	345	Lileep	Rock	Grass																			
346	346	Cradily	Rock	Grass																			
347	347	Anorith	Rock	Bug																			
348	348	Armaldo	Rock	Bug																			
349	349	Feebas	Water																				
350	350	Milotic	Water																				
351	351	Castform	Normal																				
352	352	Kecleon	Normal																				
353	353	Shuppet	Ghost																				
354	354	Banette	Ghost																				
355	355	Duskull	Ghost																				
356	356	Dusclops	Ghost																				
357	357	Tropius	Grass	Flying																			
358	358	Chimecho	Psychic																				
359	359	Absol	Dark																				
360	360	Wynaut	Psychic																				
361	361	Snorunt	Ice																				
362	362	Glalie	Ice																				
363	363	Spheal	Ice	Water																			
364	364	Sealeo	Ice	Water																			
365	365	Walrein	Ice	Water																			
366	366	Clamperl	Water																				
367	367	Huntail	Water																				
368	368	Gorebyss	Water																				
369	369	Relicanth	Water	Rock																			
370	370	Luvdisc	Water																				
371	371	Bagon	Dragon																				
372	372	Shelgon	Dragon																				
373	373	Salamence	Dragon	Flying																			
374	374	Beldum	Steel	Psychic																			
375	375	Metang	Steel	Psychic																			
376	376	Metagross	Steel	Psychic																			
377	377	Regirock	Rock																				
378	378	Regice	Ice																				
379	379	Registeel	Steel																				
380	380	Latias	Dragon	Psychic																			
381	381	Latios	Dragon	Psychic																			
382	382	Kyogre	Water																				
383	383	Groudon	Ground																				
384	384	Rayquaza	Dragon	Flying																			
385	385	Jirachi	Steel	Psychic																			
386	386	Deoxys	Psychic																				
387	387	Turtwig	Grass																				
388	388	Grotle	Grass																				
389	389	Torterra	Grass	Ground																			
390	390	Chimchar	Fire																				
391	391	Monferno	Fire	Fighting																			
392	392	Infernape	Fire	Fighting																			
393	393	Piplup	Water																				
394	394	Prinplup	Water																				
395	395	Empoleon	Water	Steel																			
396	396	Starly	Normal	Flying																			
397	397	Staravia	Normal	Flying																			
398	398	Staraptor	Normal	Flying																			
399	399	Bidoof	Normal																				
400	400	Bibarel	Normal	Water																			
401	401	Kricketot	Bug																				
402	402	Kricketune	Bug																				
403	403	Shinx	Electric																				
404	404	Luxio	Electric																				
405	405	Luxray	Electric																				
406	406	Budew	Grass	Poison																			
407	407	Roserade	Grass	Poison																			
408	408	Cranidos	Rock																				
409	409	Rampardos	Rock																				
410	410	Shieldon	Rock	Steel																			
411	411	Bastiodon	Rock	Steel																			
412	412	Burmy	Bug																				
413	413	Wormadam	Bug	Grass																			
414	414	Mothim	Bug	Flying																			
415	415	Combee	Bug	Flying																			
416	416	Vespiquen	Bug	Flying																			
417	417	Pachirisu	Electric																				
418	418	Buizel	Water																				
419	419	Floatzel	Water																				
420	420	Cherubi	Grass																				
421	421	Cherrim	Grass																				
422	422	Shellos	Water																				
423	423	Gastrodon	Water	Ground																			
424	424	Ambipom	Normal																				
425	425	Drifloon	Ghost	Flying																			
426	426	Drifblim	Ghost	Flying																			
427	427	Buneary	Normal																				
428	428	Lopunny	Normal																				
429	429	Mismagius	Ghost																				
430	430	Honchkrow	Dark	Flying																			
431	431	Glameow	Normal																				
432	432	Purugly	Normal																				
433	433	Chingling	Psychic																				
434	434	Stunky	Poison	Dark																			
435	435	Skuntank	Poison	Dark																			
436	436	Bronzor	Steel	Psychic																			
437	437	Bronzong	Steel	Psychic																			
438	438	Bonsly	Rock																				
439	439	Mime Jr.	Psychic	Fairy																			
440	440	Happiny	Normal																				
441	441	Chatot	Normal	Flying																			
442	442	Spiritomb	Ghost	Dark																			
443	443	Gible	Dragon	Ground																			
444	444	Gabite	Dragon	Ground																			
445	445	Garchomp	Dragon	Ground																			
446	446	Munchlax	Normal																				
447	447	Riolu	Fighting																				
448	448	Lucario	Fighting	Steel																			
449	449	Hippopotas	Ground																				
450	450	Hippowdon	Ground																				
451	451	Skorupi	Poison	Bug																			
452	452	Drapion	Poison	Dark																			
453	453	Croagunk	Poison	Fighting																			
454	454	Toxicroak	Poison	Fighting																			
455	455	Carnivine	Grass																				
456	456	Finneon	Water																				
457	457	Lumineon	Water																				
458	458	Mantyke	Water	Flying																			
459	459	Snover	Grass	Ice																			
460	460	Abomasnow	Grass	Ice																			
461	461	Weavile	Dark	Ice																			
462	462	Magnezone	Electric	Steel																			
463	463	Lickilicky	Normal																				
464	464	Rhyperior	Ground	Rock																			
465	465	Tangrowth	Grass																				
466	466	Electivire	Electric																				
467	467	Magmortar	Fire																				
468	468	Togekiss	Fairy	Flying																			
469	469	Yanmega	Bug	Flying																			
470	470	Leafeon	Grass																				
471	471	Glaceon	Ice																				
472	472	Gliscor	Ground	Flying																			
473	473	Mamoswine	Ice	Ground																			
474	474	Porygon-Z	Normal																				
475	475	Gallade	Psychic	Fighting																			
476	476	Probopass	Rock	Steel																			
477	477	Dusknoir	Ghost																				
478	478	Froslass	Ice	Ghost																			
479	479	Rotom	Electric	Ghost																			
480	480	Uxie	Psychic																				
481	481	Mesprit	Psychic																				
482	482	Azelf	Psychic																				
483	483	Dialga	Steel	Dragon																			
484	484	Palkia	Water	Dragon																			
485	485	Heatran	Fire	Steel																			
486	486	Regigigas	Normal																				
487	487	Giratina	Ghost	Dragon																			
488	488	Cresselia	Psychic																				
489	489	Phione	Water																				
490	490	Manaphy	Water																				
491	491	Darkrai	Dark																				
492	492	Shaymin	Grass																				
493	493	Arceus	Normal																				
494	494	Victini	Psychic	Fire																			
495	495	Snivy	Grass																				
496	496	Servine	Grass																				
497	497	Serperior	Grass																				
498	498	Tepig	Fire																				
499	499	Pignite	Fire	Fighting																			
500	500	Emboar	Fire	Fighting																			
501	501	Oshawott	Water																				
502	502	Dewott	Water																				
503	503	Samurott	Water																				
504	504	Patrat	Normal																				
505	505	Watchog	Normal																				
506	506	Lillipup	Normal																				
507	507	Herdier	Normal																				
508	508	Stoutland	Normal																				
509	509	Purrloin	Dark																				
510	510	Liepard	Dark																				
511	511	Pansage	Grass																				
512	512	Simisage	Grass																				
513	513	Pansear	Fire																				
514	514	Simisear	Fire																				
515	515	Panpour	Water																				
516	516	Simipour	Water																				
517	517	Munna	Psychic																				
518	518	Musharna	Psychic																				
519	519	Pidove	Normal	Flying																			
520	520	Tranquill	Normal	Flying																			
521	521	Unfezant	Normal	Flying																			
522	522	Blitzle	Electric																				
523	523	Zebstrika	Electric																				
524	524	Roggenrola	Rock																				
525	525	Boldore	Rock																				
526	526	Gigalith	Rock																				
527	527	Woobat	Psychic	Flying																			
528	528	Swoobat	Psychic	Flying																			
529	529	Drilbur	Ground																				
530	530	Excadrill	Ground	Steel																			
531	531	Audino	Normal																				
532	532	Timburr	Fighting																				
533	533	Gurdurr	Fighting																				
534	534	Conkeldurr	Fighting																				
535	535	Tympole	Water																				
536	536	Palpitoad	Water	Ground																			
537	537	Seismitoad	Water	Ground																			
538	538	Throh	Fighting																				
539	539	Sawk	Fighting																				
540	540	Sewaddle	Bug	Grass																			
541	541	Swadloon	Bug	Grass																			
542	542	Leavanny	Bug	Grass																			
543	543	Venipede	Bug	Poison																			
544	544	Whirlipede	Bug	Poison																			
545	545	Scolipede	Bug	Poison																			
546	546	Cottonee	Grass	Fairy																			
547	547	Whimsicott	Grass	Fairy																			
548	548	Petilil	Grass																				
549	549	Lilligant	Grass																				
550	550	Basculin	Water																				
551	551	Sandile	Ground	Dark																			
552	552	Krokorok	Ground	Dark																			
553	553	Krookodile	Ground	Dark																			
554	554	Darumaka	Fire																				
555	555	Darmanitan	Fire																				
556	556	Maractus	Grass																				
557	557	Dwebble	Bug	Rock																			
558	558	Crustle	Bug	Rock																			
559	559	Scraggy	Dark	Fighting																			
560	560	Scrafty	Dark	Fighting																			
561	561	Sigilyph	Psychic	Flying																			
562	562	Yamask	Ghost																				
563	563	Cofagrigus	Ghost																				
564	564	Tirtouga	Water	Rock																			
565	565	Carracosta	Water	Rock																			
566	566	Archen	Rock	Flying																			
567	567	Archeops	Rock	Flying																			
568	568	Trubbish	Poison																				
569	569	Garbodor	Poison																				
570	570	Zorua	Dark																				
571	571	Zoroark	Dark																				
572	572	Minccino	Normal																				
573	573	Cinccino	Normal																				
574	574	Gothita	Psychic																				
575	575	Gothorita	Psychic																				
576	576	Gothitelle	Psychic																				
577	577	Solosis	Psychic																				
578	578	Duosion	Psychic																				
579	579	Reuniclus	Psychic																				
580	580	Ducklett	Water	Flying																			
581	581	Swanna	Water	Flying																			
582	582	Vanillite	Ice																				
583	583	Vanillish	Ice																				
584	584	Vanilluxe	Ice																				
585	585	Deerling	Normal	Grass																			
586	586	Sawsbuck	Normal	Grass																			
587	587	Emolga	Electric	Flying																			
588	588	Karrablast	Bug																				
589	589	Escavalier	Bug	Steel																			
590	590	Foongus	Grass	Poison																			
591	591	Amoonguss	Grass	Poison																			
592	592	Frillish	Water	Ghost																			
593	593	Jellicent	Water	Ghost																			
594	594	Alomomola	Water																				
595	595	Joltik	Bug	Electric																			
596	596	Galvantula	Bug	Electric																			
597	597	Ferroseed	Grass	Steel																			
598	598	Ferrothorn	Grass	Steel																			
599	599	Klink	Steel																				
600	600	Klang	Steel																				
601	601	Klinklang	Steel																				
602	602	Tynamo	Electric																				
603	603	Eelektrik	Electric																				
604	604	Eelektross	Electric																				
605	605	Elgyem	Psychic																				
606	606	Beheeyem	Psychic																				
607	607	Litwick	Ghost	Fire																			
608	608	Lampent	Ghost	Fire																			
609	609	Chandelure	Ghost	Fire																			
610	610	Axew	Dragon																				
611	611	Fraxure	Dragon																				
612	612	Haxorus	Dragon																				
613	613	Cubchoo	Ice																				
614	614	Beartic	Ice																				
615	615	Cryogonal	Ice																				
616	616	Shelmet	Bug																				
617	617	Accelgor	Bug																				
618	618	Stunfisk	Ground	Electric																			
619	619	Mienfoo	Fighting																				
620	620	Mienshao	Fighting																				
621	621	Druddigon	Dragon																				
622	622	Golett	Ground	Ghost																			
623	623	Golurk	Ground	Ghost																			
624	624	Pawniard	Dark	Steel																			
625	625	Bisharp	Dark	Steel																			
626	626	Bouffalant	Normal																				
627	627	Rufflet	Normal	Flying																			
628	628	Braviary	Normal	Flying																			
629	629	Vullaby	Dark	Flying																			
630	630	Mandibuzz	Dark	Flying																			
631	631	Heatmor	Fire																				
632	632	Durant	Bug	Steel																			
633	633	Deino	Dark	Dragon																			
634	634	Zweilous	Dark	Dragon																			
635	635	Hydreigon	Dark	Dragon																			
636	636	Larvesta	Bug	Fire																			
637	637	Volcarona	Bug	Fire																			
638	638	Cobalion	Steel	Fighting																			
639	639	Terrakion	Rock	Fighting																			
640	640	Virizion	Grass	Fighting																			
641	641	Tornadus	Flying																				
642	642	Thundurus	Electric	Flying																			
643	643	Reshiram	Dragon	Fire																			
644	644	Zekrom	Dragon	Electric																			
645	645	Landorus	Ground	Flying																			
646	646	Kyurem	Dragon	Ice																			
647	647	Keldeo	Water	Fighting																			
648	648	Meloetta	Normal	Psychic																			
649	649	Genesect	Bug	Steel																			
650	650	Chespin	Grass																				
651	651	Quilladin	Grass																				
652	652	Chesnaught	Grass	Fighting																			
653	653	Fennekin	Fire																				
654	654	Braixen	Fire																				
655	655	Delphox	Fire	Psychic																			
656	656	Froakie	Water																				
657	657	Frogadier	Water																				
658	658	Greninja	Water	Dark																			
659	659	Bunnelby	Normal																				
660	660	Diggersby	Normal	Ground																			
661	661	Fletchling	Normal	Flying																			
662	662	Fletchinder	Fire	Flying																			
663	663	Talonflame	Fire	Flying																			
664	664	Scatterbug	Bug																				
665	665	Spewpa	Bug																				
666	666	Vivillon	Bug	Flying																			
667	667	Litleo	Fire	Normal																			
668	668	Pyroar	Fire	Normal																			
669	669	Flabébé	Fairy																				
670	670	Floette	Fairy																				
671	671	Florges	Fairy																				
672	672	Skiddo	Grass																				
673	673	Gogoat	Grass																				
674	674	Pancham	Fighting																				
675	675	Pangoro	Fighting	Dark																			
676	676	Furfrou	Normal																				
677	677	Espurr	Psychic																				
678	678	Meowstic	Psychic																				
679	679	Honedge	Steel	Ghost																			
680	680	Doublade	Steel	Ghost																			
681	681	Aegislash	Steel	Ghost																			
682	682	Spritzee	Fairy																				
683	683	Aromatisse	Fairy																				
684	684	Swirlix	Fairy																				
685	685	Slurpuff	Fairy																				
686	686	Inkay	Dark	Psychic																			
687	687	Malamar	Dark	Psychic																			
688	688	Binacle	Rock	Water																			
689	689	Barbaracle	Rock	Water																			
690	690	Skrelp	Poison	Water																			
691	691	Dragalge	Poison	Dragon																			
692	692	Clauncher	Water																				
693	693	Clawitzer	Water																				
694	694	Helioptile	Electric	Normal																			
695	695	Heliolisk	Electric	Normal																			
696	696	Tyrunt	Rock	Dragon																			
697	697	Tyrantrum	Rock	Dragon																			
698	698	Amaura	Rock	Ice																			
699	699	Aurorus	Rock	Ice																			
700	700	Sylveon	Fairy																				
701	701	Hawlucha	Fighting	Flying																			
702	702	Dedenne	Electric	Fairy																			
703	703	Carbink	Rock	Fairy																			
704	704	Goomy	Dragon																				
705	705	Sliggoo	Dragon																				
706	706	Goodra	Dragon																				
707	707	Klefki	Steel	Fairy																			
708	708	Phantump	Ghost	Grass																			
709	709	Trevenant	Ghost	Grass																			
710	710	Pumpkaboo	Ghost	Grass																			
711	711	Gourgeist	Ghost	Grass																			
712	712	Bergmite	Ice																				
713	713	Avalugg	Ice																				
714	714	Noibat	Flying	Dragon																			
715	715	Noivern	Flying	Dragon																			
716	716	Xerneas	Fairy																				
717	717	Yveltal	Dark	Flying																			
718	718	Zygarde	Dragon	Ground																			
719	719	Diancie	Rock	Fairy																			
720	720	Hoopa	Psychic	Ghost																			
721	721	Volcanion	Fire	Water																			
722	722	Rowlet	Grass	Flying																			
723	723	Dartrix	Grass	Flying																			
724	724	Decidueye	Grass	Ghost																			
725	725	Litten	Fire																				
726	726	Torracat	Fire																				
727	727	Incineroar	Fire	Dark																			
728	728	Popplio	Water																				
729	729	Brionne	Water																				
730	730	Primarina	Water	Fairy																			
731	731	Pikipek	Normal	Flying																			
732	732	Trumbeak	Normal	Flying																			
733	733	Toucannon	Normal	Flying																			
734	734	Yungoos	Normal																				
735	735	Gumshoos	Normal																				
736	736	Grubbin	Bug																				
737	737	Charjabug	Bug	Electric																			
738	738	Vikavolt	Bug	Electric																			
739	739	Crabrawler	Fighting																				
740	740	Crabominable	Fighting	Ice																			
741	741	Oricorio	Fire	Flying																			
742	742	Cutiefly	Bug	Fairy																			
743	743	Ribombee	Bug	Fairy																			
744	744	Rockruff	Rock																				
745	745	Lycanroc	Rock																				
746	746	Wishiwashi	Water																				
747	747	Mareanie	Poison	Water																			
748	748	Toxapex	Poison	Water																			
749	749	Mudbray	Ground																				
750	750	Mudsdale	Ground																				
751	751	Dewpider	Water	Bug																			
752	752	Araquanid	Water	Bug																			
753	753	Fomantis	Grass																				
754	754	Lurantis	Grass																				
755	755	Morelull	Grass	Fairy																			
756	756	Shiinotic	Grass	Fairy																			
757	757	Salandit	Poison	Fire																			
758	758	Salazzle	Poison	Fire																			
759	759	Stufful	Normal	Fighting																			
760	760	Bewear	Normal	Fighting																			
761	761	Bounsweet	Grass																				
762	762	Steenee	Grass																				
763	763	Tsareena	Grass																				
764	764	Comfey	Fairy																				
765	765	Oranguru	Normal	Psychic																			
766	766	Passimian	Fighting																				
767	767	Wimpod	Bug	Water																			
768	768	Golisopod	Bug	Water																			
769	769	Sandygast	Ghost	Ground																			
770	770	Palossand	Ghost	Ground																			
771	771	Pyukumuku	Water																				
772	772	Type: Null	Normal																				
773	773	Silvally	Normal																				
774	774	Minior	Rock	Flying																			
