dex_id,national_id,name,type1,type2,form_tag,hp,atk,def,spa,spd,spe,ability1,ability2,hidden_ability,evo_from,evo_method,evo_into,location,catch_rate,gender_ratio,egg_group1,egg_group2,description
30,30,Nidorina,Poison,,,70,62,67,55,55,56,Poison Point,Rivalry,Hustle,Nidoran♀,Lv. 16,Nidoqueen (Moon Stone),Routes 23 / Safari Zone,120,F100,Undiscovered,,The female's horn develops slowly. Prefers physical attacks such as clawing and biting.
31,31,Nidoqueen,Poison,Ground,,90,92,87,75,85,76,Poison Point,Rivalry,Sheer Force,Nidorina,Moon Stone,,Evolve Nidorina,45,F100,Monster,Field,Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.
32,32,Nidoran♂,Poison,,,46,57,40,40,40,50,Poison Point,Rivalry,Hustle,,,Nidorino,Routes 2 / 9 / 22,235,M100,Monster,Field,"Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom."
33,33,Nidorino,Poison,,,61,72,57,55,55,65,Poison Point,Rivalry,Hustle,Nidoran♂,Lv. 16,Nidoking (Moon Stone),Routes 23 / Safari Zone,120,M100,Monster,Field,An aggressive POKéMON that is quick to attack. The horn on its head secretes a powerful venom.
34,34,Nidoking,Poison,Ground,,81,102,77,85,75,85,Poison Point,Rivalry,Sheer Force,Nidorino,Moon Stone,,Evolve Nidorino,45,M100,Monster,Field,"It uses its powerful tail in battle to smash, constrict, then break the prey's bones."
35,35,Clefairy,Normal,,,70,45,48,60,65,35,Cute Charm,Magic Guard,Friend Guard,,,Clefable (Moon Stone),Mt. Moon / Cerulean Cave (rare),150,M25/F75,Fairy,,Its magical and cute appeal has many admirers. It is rare and found only in certain areas.
36,36,Clefable,Normal,,,95,70,73,95,90,60,Cute Charm,Magic Guard,Unaware,Clefairy,Moon Stone,,Evolve Clefairy,25,M25/F75,Fairy,,A timid fairy POKéMON that is rarely seen. It will run and hide the moment it senses people.
37,37,Vulpix,Fire,,,38,41,40,50,65,65,Flash Fire,,Drought,,,Ninetales (Fire Stone),Routes 7 / 8 (Red only) / Pokémon Mansion,190,F75/M25,Field,,"At the time of birth, it has just one tail. The tail splits from its tip as it grows older."
38,38,Ninetales,Fire,,,73,76,75,81,100,100,Flash Fire,,Drought,Vulpix,Fire Stone,,Evolve Vulpix,75,F75/M25,Field,,"Very smart and very vengeful. Grabbing one of its many tails could result in a 1,000-year curse."
39,39,Jigglypuff,Normal,Fairy,,115,45,20,45,25,20,Cute Charm,Competitive,Friend Guard,,,Wigglytuff (Moon Stone),Routes 3 / 5 / 6 / 7 / 8,170,M25/F75,Fairy,,"When this POKéMON sings, it never pauses to breathe. If it is in a battle against a tough foe, it will sing for so long it puts itself to sleep."
40,40,Wigglytuff,Normal,Fairy,,140,70,45,85,50,45,Cute Charm,Competitive,Frisk,Jigglypuff,Moon Stone,,Evolve Jigglypuff,50,M25/F75,Fairy,,"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size."
41,41,Zubat,Poison,Flying,,40,45,35,30,40,55,Inner Focus,,Infiltrator,,,Golbat,Mt. Moon / Rock Tunnel / Victory Road / Seafoam Islands / Safari Zone,255,M50/F50,Flying,,Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.
42,42,Golbat,Poison,Flying,,75,80,70,65,75,90,Inner Focus,,Infiltrator,Zubat,Lv. 22,,Evolve Zubat,90,M50/F50,Flying,,"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly."
43,43,Oddish,Grass,Poison,,45,50,55,75,65,30,Chlorophyll,,Run Away,,,Gloom,Routes 5–7 / 12–15 (Red only),255,M50/F50,Grass,,"During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds."
44,44,Gloom,Grass,Poison,,60,65,70,85,75,40,Chlorophyll,,Stench,Oddish,Lv. 21,Vileplume (Leaf Stone),Routes 12–15 (Red only) / Safari Zone,120,M50/F50,Grass,,The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.
45,45,Vileplume,Grass,Poison,,75,80,85,110,90,50,Chlorophyll,,Effect Spore,Gloom,Leaf Stone,,Evolve Gloom,45,M50/F50,Grass,,"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
46,46,Paras,Bug,Grass,,35,70,55,45,55,25,Effect Spore,Dry Skin,Damp,,,Parasect,Mt. Moon / Safari Zone,190,M50/F50,Bug,Grass,Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host.
47,47,Parasect,Bug,Grass,,60,95,80,60,80,30,Effect Spore,Dry Skin,Damp,Paras,Lv. 24,,Safari Zone,75,M50/F50,Bug,Grass,A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefer damp places.
48,48,Venonat,Bug,Poison,,60,55,50,40,55,45,Compound Eyes,Tinted Lens,Run Away,,,Venomoth,Routes 12–15 / 24 / 25 / Safari Zone,190,M50/F50,Bug,,Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.
49,49,Venomoth,Bug,Poison,,70,65,60,90,75,90,Shield Dust,Tinted Lens,Wonder Skin,Venonat,Lv. 31,,Routes 13–15 / Safari Zone,75,M50/F50,Bug,,The dust-like scales covering its wings are color-coded to indicate the kinds of poison it has.
50,50,Diglett,Ground,,,10,55,25,35,45,95,Sand Veil,Arena Trap,Sand Force,,,Dugtrio,Diglett's Cave,255,M50/F50,Field,,Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.
51,51,Dugtrio,Ground,,,35,100,50,50,70,120,Sand Veil,Arena Trap,Sand Force,Diglett,Lv. 26,,Diglett's Cave / Route 26,50,M50/F50,Field,,A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.
52,52,Meowth,Normal,,,40,45,35,40,40,90,Pickup,Technician,Unnerve,,,Persian,Routes 5 / 6 / 7 / 8 (Blue only),255,M50/F50,Field,,Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.
53,53,Persian,Normal,,,65,70,60,65,65,115,Limber,Technician,Unnerve,Meowth,Lv. 28,,Routes 5 / 6 / 7 / 8 (Blue only),90,M50/F50,Field,,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
54,54,Psyduck,Water,,,50,52,48,65,50,55,Damp,Cloud Nine,Swift Swim,,,Golduck,Safari Zone / Seafoam Islands,190,M50/F50,Water 1,Field,"While lulled by its headache, it has been seen to use mysterious powers. It has a lot of strange power."
55,55,Golduck,Water,,,80,82,78,95,80,85,Damp,Cloud Nine,Swift Swim,Psyduck,Lv. 33,,Seafoam Islands / Safari Zone,75,M50/F50,Water 1,Field,Often seen swimming elegantly by lake shores. It is even more adept at swimming than DEWGONG.
56,56,Mankey,Fighting,,,40,80,35,35,45,70,Vital Spirit,Anger Point,Defiant,,,Primeape,Routes 22 / 23 (Red only),190,M50/F50,Field,,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.
57,57,Primeape,Fighting,,,65,105,60,60,70,95,Vital Spirit,Anger Point,Defiant,Mankey,Lv. 28,,Routes 22 / 23 (Red only),75,M50/F50,Field,,Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.
58,58,Growlithe,Fire,,,55,70,45,70,50,60,Intimidate,Flash Fire,Justified,,,Arcanine (Fire Stone),Routes 7 / 8 (Red only) / Pokémon Mansion,190,M75/F25,Field,,Very protective of its territory. It will bark and bite to repel intruders from its space.
59,59,Arcanine,Fire,,,90,110,80,100,80,95,Intimidate,Flash Fire,Justified,Growlithe,Fire Stone,,Evolve Growlithe,75,M75/F25,Field,,A POKéMON that has long been admired for its beauty. It runs agilely as if on wings.
60,60,Poliwag,Water,,,40,50,40,40,40,90,Water Absorb,Damp,Swift Swim,,,Poliwhirl,Routes 22 / Safari Zone (Surf),190,M50/F50,Water 1,,Its newly grown legs prevent it from running. It appears to prefer swimming over everything else.
61,61,Poliwhirl,Water,,,65,65,65,50,50,90,Water Absorb,Damp,Swift Swim,Poliwag,Lv. 25,Poliwrath (Water Stone),Evolve Poliwag,120,M50/F50,Water 1,,"Capable of living in or out of water. When out of water, it sweats to keep its body slimy."
62,62,Poliwrath,Water,Fighting,,90,95,95,70,90,70,Water Absorb,Damp,Swift Swim,Poliwhirl,Water Stone,,Evolve Poliwhirl,45,M50/F50,Water 1,,An adept swimmer at both the front crawl and breaststroke. Easily overtakes the best human swimmers.
63,63,Abra,Psychic,,,25,20,15,105,55,90,Synchronize,Inner Focus,Magic Guard,,,Kadabra,Safari Zone / Cerulean Cave (post-game),200,M75/F25,Human-Like,,"Using its ability to read minds, it will identify impending danger and teleport to safety."
64,64,Kadabra,Psychic,,,40,35,30,120,70,105,Synchronize,Inner Focus,Magic Guard,Abra,Lv. 16,Alakazam (Trade),Evolve Abra,100,M75/F25,Human-Like,,It emits special alpha waves from its body that induce headaches just by being close by.
65,65,Alakazam,Psychic,,,55,50,45,135,95,120,Synchronize,Inner Focus,Magic Guard,Kadabra,Trade,,Evolve Kadabra,50,M75/F25,Human-Like,,"Its brain can outperform a supercomputer. Its intelligence quotient is said to be around 5,000."
66,66,Machop,Fighting,,,70,80,50,35,35,35,Guts,No Guard,Steadfast,,,Machoke,Rock Tunnel / Victory Road / Trade (in-game),180,M75/F25,Human-Like,,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.
67,67,Machoke,Fighting,,,80,100,70,50,60,45,Guts,No Guard,Steadfast,Machop,Lv. 28,Machamp (Trade),Victory Road,90,M75/F25,Human-Like,,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions."
68,68,Machamp,Fighting,,,90,130,80,65,85,55,Guts,No Guard,Steadfast,Machoke,Trade,,Evolve Machoke,45,M75/F25,Human-Like,,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon."
69,69,Bellsprout,Grass,Poison,,50,75,35,70,30,40,Chlorophyll,,Gluttony,,,Weepinbell,Routes 5–7 / 12–15 (Blue only),255,M50/F50,Grass,,A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.
70,70,Weepinbell,Grass,Poison,,65,90,50,85,45,55,Chlorophyll,,Gluttony,Bellsprout,Lv. 21,Victreebel (Leaf Stone),Routes 12–15 (Blue only),120,M50/F50,Grass,,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.
71,71,Victreebel,Grass,Poison,,80,105,65,100,70,70,Chlorophyll,,Gluttony,Weepinbell,Leaf Stone,,Evolve Weepinbell,45,M50/F50,Grass,,"Said to live in huge colonies deep in jungles, although no one has ever returned from there."
72,72,Tentacool,Water,Poison,,40,40,35,50,100,70,Clear Body,Liquid Ooze,Rain Dish,,,Tentacruel,Any water route (Surf),190,M50/F50,Water 3,,Drifts in shallow seas. Anglers who hook them by accident are often stung by their poisonous tentacles.
73,73,Tentacruel,Water,Poison,,80,70,65,80,120,100,Clear Body,Liquid Ooze,Rain Dish,Tentacool,Lv. 30,,Routes 19 / 20 / 21 (Surf),60,M50/F50,Water 3,,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
74,74,Geodude,Rock,Ground,,40,80,100,30,30,20,Rock Head,Sturdy,Sand Veil,,,Graveler,Mt. Moon / Rock Tunnel / Victory Road / Cerulean Cave,255,M50/F50,Mineral,,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them."
75,75,Graveler,Rock,Ground,,55,95,115,45,45,35,Rock Head,Sturdy,Sand Veil,Geodude,Lv. 25,Golem (Trade),Mt. Moon / Victory Road,120,M50/F50,Mineral,,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.
76,76,Golem,Rock,Ground,,80,120,130,55,65,45,Rock Head,Sturdy,Sand Veil,Graveler,Trade,,Evolve Graveler,45,M50/F50,Mineral,,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without any damage.
77,77,Ponyta,Fire,,,50,85,55,65,65,90,Run Away,Flash Fire,Flame Body,,,Rapidash,Pokémon Mansion,190,M50/F50,Field,,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.
78,78,Rapidash,Fire,,,65,100,70,80,80,105,Run Away,Flash Fire,Flame Body,Ponyta,Lv. 40,,Pokémon Mansion,60,M50/F50,Field,,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it."
79,79,Slowpoke,Water,Psychic,,90,65,65,40,40,15,Oblivious,Own Tempo,Regenerator,,,Slowbro,Routes 12 / 13 / Safari Zone,190,M50/F50,Monster,Water 1,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.
80,80,Slowbro,Water,Psychic,,95,75,110,100,80,30,Oblivious,Own Tempo,Regenerator,Slowpoke,Lv. 37,,Seafoam Islands,75,M50/F50,Monster,Water 1,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.
81,81,Magnemite,Electric,Steel,,25,35,70,95,55,45,Magnet Pull,Sturdy,Analytic,,,Magneton,Power Plant,190,Genderless,Mineral,,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.
82,82,Magneton,Electric,Steel,,50,60,95,120,70,70,Magnet Pull,Sturdy,Analytic,Magnemite,Lv. 30,,Power Plant / Cerulean Cave,60,Genderless,Mineral,,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.
83,83,Farfetch'd,Normal,Flying,,52,90,55,58,62,60,Keen Eye,Inner Focus,Defiant,,,,Route 12 / 13 (Trade in-game),45,M50/F50,Flying,,The sprig of green onions it holds is its weapon. It is used much like a wooden sword.
84,84,Doduo,Normal,Flying,,35,85,45,35,35,75,Run Away,Early Bird,Tangled Feet,,,Dodrio,Routes 16–18 / 22 / Safari Zone,190,M50/F50,Flying,,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.
85,85,Dodrio,Normal,Flying,,60,110,70,60,60,110,Run Away,Early Bird,Tangled Feet,Doduo,Lv. 31,,Route 17 / 26,45,M50/F50,Flying,,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake."
86,86,Seel,Water,,,65,45,55,45,70,45,Thick Fat,Hydration,Ice Body,,,Dewgong,Seafoam Islands,190,M50/F50,Water 1,Field,The protruding horn on its head is very hard. It is used for bashing through thick ice.
87,87,Dewgong,Water,Ice,,90,70,80,70,95,70,Thick Fat,Hydration,Ice Body,Seel,Lv. 34,,Seafoam Islands,75,M50/F50,Water 1,Field,Loves to snooze on bitterly cold ice. The sight of one peacefully slumbering seems to drive away any passer-by.
88,88,Grimer,Poison,,,80,80,50,40,50,25,Stench,Sticky Hold,Poison Touch,,,Muk,Pokémon Mansion,190,M50/F50,Amorphous,,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.
89,89,Muk,Poison,,,105,105,75,65,100,50,Stench,Sticky Hold,Poison Touch,Grimer,Lv. 38,,Pokémon Mansion,75,M50/F50,Amorphous,,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
90,90,Shellder,Water,,,30,65,100,45,25,40,Shell Armor,Skill Link,Overcoat,,,Cloyster (Water Stone),Routes 19 / 20 / 21 (surf),190,M50/F50,Water 3,,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.
91,91,Cloyster,Water,Ice,,50,95,180,85,45,70,Shell Armor,Skill Link,Overcoat,Shellder,Water Stone,,Evolve Shellder,60,M50/F50,Water 3,,"When attacked, it launches its horns in quick volleys. Its innards have never been seen."
92,92,Gastly,Ghost,Poison,,30,35,30,100,35,80,Levitate,,,,,Haunter,Pokémon Tower,190,M50/F50,Amorphous,,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice."
93,93,Haunter,Ghost,Poison,,45,50,45,115,55,95,Levitate,,,Gastly,Lv. 25,Gengar (Trade),Pokémon Tower / Cerulean Cave,90,M50/F50,Amorphous,,"Because of its ability to slip through block walls, it is said to be from another dimension."
94,94,Gengar,Ghost,Poison,,60,65,60,130,75,110,Cursed Body,,,Haunter,Trade,,Evolve Haunter,45,M50/F50,Amorphous,,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright."
95,95,Onix,Rock,Ground,,35,45,160,30,45,70,Rock Head,Sturdy,Weak Armor,,,,Brock's Gym (trade) / Rock Tunnel / Victory Road,45,M50/F50,Mineral,,As it grows the stone portions of its body harden to become similar to a diamond but colored black.
96,96,Drowzee,Psychic,,,60,48,45,43,90,42,Insomnia,Forewarn,Inner Focus,,,Hypno,Routes 11 / 12,190,M50/F50,Human-Like,,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.
97,97,Hypno,Psychic,,,85,73,70,73,115,67,Insomnia,Forewarn,Inner Focus,Drowzee,Lv. 26,,Routes 14 / 15,75,M50/F50,Human-Like,,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION."
98,98,Krabby,Water,,,30,105,90,25,25,50,Hyper Cutter,Shell Armor,Sheer Force,,,Kingler,Routes 19 / 20 / 25 (surf / fish),225,M50/F50,Water 3,,"Its pincers are not only powerful weapons, they are used for balance when walking sideways."
99,99,Kingler,Water,,,55,130,115,50,50,75,Hyper Cutter,Shell Armor,Sheer Force,Krabby,Lv. 28,,Seafoam Islands / Routes 23 / 27 (surf),60,M50/F50,Water 3,,"The large pincer has 10,000-horsepower of crushing force. However, its huge size makes it unwieldy."
100,100,Voltorb,Electric,,,40,30,50,55,55,100,Soundproof,Static,Aftermath,,,Electrode,Power Plant / Rocket Game Corner (B2F),190,Genderless,Mineral,,Usually found in power plants. Easily mistaken for a POKé BALL and has zapped many unsuspecting people.
101,101,Electrode,Electric,,,60,50,70,80,80,150,Soundproof,Static,Aftermath,Voltorb,Lv. 30,,Power Plant,60,Genderless,Mineral,,It stores electric energy under very high pressure. It often explodes with little or no provocation.
102,102,Exeggcute,Grass,Psychic,,60,40,80,60,45,40,Chlorophyll,,Harvest,,,Exeggutor (Leaf Stone),Safari Zone,90,M50/F50,Grass,,Often mistaken for eggs. When disturbed they quickly gather and attack in swarms.
103,103,Exeggutor,Grass,Psychic,,95,95,85,125,75,55,Chlorophyll,,Harvest,Exeggcute,Leaf Stone,,Evolve Exeggcute,45,M50/F50,Grass,,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE."
104,104,Cubone,Ground,,,50,50,95,40,50,35,Rock Head,Lightning Rod,Battle Armor,,,Marowak,Pokémon Tower / Safari Zone,190,M50/F50,Monster,,"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face."
105,105,Marowak,Ground,,,60,80,110,50,80,45,Rock Head,Lightning Rod,Battle Armor,Cubone,Lv. 28,,Victory Road,75,M50/F50,Monster,,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
106,106,Hitmonlee,Fighting,,,50,120,53,35,110,87,Limber,Reckless,Unburden,,,,Saffron City (Fighting Dojo),45,M100,Human-Like,,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides."
107,107,Hitmonchan,Fighting,,,50,105,79,35,110,76,Keen Eye,Iron Fist,Inner Focus,,,,Saffron City (Fighting Dojo),45,M100,Human-Like,,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see."
108,108,Lickitung,Normal,,,90,55,75,60,75,30,Own Tempo,Oblivious,Cloud Nine,,,,Routes 12 / 13 (trade in-game),45,M50/F50,Monster,,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.
109,109,Koffing,Poison,,,40,65,95,60,45,35,Levitate,,Stench,,,Weezing,Pokémon Mansion (Blue only),190,M50/F50,Amorphous,,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning."
110,110,Weezing,Poison,,,65,90,120,85,70,60,Levitate,,Stench,Koffing,Lv. 35,,Pokémon Mansion,60,M50/F50,Amorphous,,"Where two kinds of gas clouds meet, 2 KOFFINGs can fuse into a WEEZING over many years."
111,111,Rhyhorn,Ground,Rock,,80,85,95,30,30,25,Lightning Rod,Rock Head,Reckless,,,Rhydon,Safari Zone / Victory Road,120,M50/F50,Monster,Field,Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.
112,112,Rhydon,Ground,Rock,,105,130,120,45,45,40,Lightning Rod,Rock Head,Reckless,Rhyhorn,Lv. 42,,Victory Road,60,M50/F50,Monster,Field,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees."
113,113,Chansey,Normal,,,250,5,5,35,105,50,Natural Cure,Serene Grace,Healer,,,Blissey (High Friendship),Safari Zone / Cerulean Cave,30,F100,Fairy,,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.
114,114,Tangela,Grass,,,65,55,115,100,40,60,Chlorophyll,Leaf Guard,Regenerator,,,,Safari Zone,45,M50/F50,Grass,,"The whole body is swathed with wide vines. Even if some are torn off, they are replaced in three days."
